City_ID,City,Max Temp,Description,Lat,Lng,Hotel Name
375,General Roca,297.38,few clouds,-39.0333,-67.5833,Hotel El Recreo
376,Praia Da Vitoria,290.79,broken clouds,38.7333,-27.0667,Hotel Branco I
377,Eqbaliyeh,279.05,clear sky,35.3022,51.5358,زمین چمن مصنوعی شهید کریمی باغخواص
378,Thompson,251.24,broken clouds,55.7435,-97.8558,Burntwood Hotel
379,Marsa Matruh,289.37,few clouds,31.3525,27.2453,Beau Site
380,Bunda,291.4,overcast clouds,-2.05,33.8667,Tembea Mara at Balili Village
381,Gobabis,292.74,scattered clouds,-22.45,18.9667,Goba Lodge
382,Umm Kaddadah,295.69,clear sky,13.6017,26.6876,
383,Constitucion,290.69,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
384,Krasnohrad,271.39,broken clouds,49.3814,35.4402,Hotel complex “Beskyd”
385,Buenos Aires,294.27,scattered clouds,-34.6132,-58.3772,Hotel NH Buenos Aires City
386,Qaqortoq,274.89,light rain,60.7167,-46.0333,Siniffik Inn
387,Taltal,291.96,scattered clouds,-25.4,-70.4833,Residencial Karime
388,Omboue,298.85,overcast clouds,-1.5746,9.2618,Hotel Olako
389,Shubarkuduk,271.77,broken clouds,49.1447,56.4872,Sirius
390,Inhambane,298.19,clear sky,-23.865,35.3833,Oceano
391,Bata,299.53,overcast clouds,1.8639,9.7658,Hotel Elik Melen
392,Necochea,287.06,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
393,Talnakh,238.26,overcast clouds,69.4865,88.3972,Talnakh Hotel
394,Zhezkazgan,271.54,snow,47.8043,67.7144,Hotel Zumrat
396,Sherbakul,271.97,overcast clouds,54.6316,72.3963,
397,Portalegre,280.65,scattered clouds,39.2938,-7.4312,Rossio Hotel
398,Ilembo,286.63,scattered clouds,-9.25,33.3833,
399,Kabare,289.43,overcast clouds,-2.4683,28.8242,Hôtel Panorama
400,Mattru,297.63,broken clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
401,Marsabit,292.26,scattered clouds,2.3284,37.9899,Chicho Hotel
402,Colquechaca,277.95,broken clouds,-18.6667,-66.0167,
403,Koungou,298.99,clear sky,-12.7336,45.2042,Villa Netibor
404,Semey,268.42,broken clouds,50.4111,80.2275,Grand Hotel Semey
405,Famoes,285.91,few clouds,38.788,-9.2103,Zabava Hostel
406,Mananjary,296.56,clear sky,-21.2167,48.3333,Vahiny Lodge
407,Matagami,257.21,overcast clouds,49.7502,-77.6328,Hôtel Matagami
408,Qasigiannguit,275.29,overcast clouds,68.8193,-51.1922,Almost HOME
409,Gamba,298.5,overcast clouds,-2.65,10.0,
410,Dwarka,296.81,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
411,Albanel,260.23,overcast clouds,48.8832,-72.4487,Camping municipal d'Albanel
412,Leningradskiy,245.35,overcast clouds,69.3833,178.4167,
413,Zabid,297.88,clear sky,14.1951,43.3152,مغرب التريبه
414,Toul,277.92,overcast clouds,48.6667,5.9167,Abc Hotel
415,Assisi,284.67,overcast clouds,43.0691,12.6165,Hotel Giotto Assisi
416,Abnub,290.77,broken clouds,27.2696,31.1511,مضيفت اولاد احمد ابو حسين
417,Marsaxlokk,287.64,scattered clouds,35.8419,14.5431,Water's Edge
418,Rosehearty,279.41,overcast clouds,57.697,-2.1132,The Davron Hotel
419,Sao Gabriel Da Cachoeira,296.26,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
420,Mantua,279.65,overcast clouds,45.1667,10.7833,Hotel la Favorita
421,Antalaha,297.22,broken clouds,-14.9003,50.2788,Hotel Vitasoa
422,Richards Bay,295.98,moderate rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
423,Marsh Harbour,297.31,few clouds,26.5412,-77.0636,Abaco Beach Resort
424,Maun,296.71,overcast clouds,-19.9833,23.4167,Enviro Villa
425,Chalmette,296.15,clear sky,29.9427,-89.9634,Marina Inn & Suites Chalmette-New Orleans
426,Arroyo,278.79,clear sky,41.6096,-4.7969,Hotel El Jardín de la Abadía
428,Nairn,279.35,overcast clouds,57.5809,-3.8797,Golf View
429,Srivardhan,295.96,clear sky,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
430,Obigarm,277.5,overcast clouds,38.7173,69.7088,Гармоба
431,Castellamonte,276.28,clear sky,45.382,7.7121,La Bella Dormiente B&B
432,Enkoping,269.39,scattered clouds,59.6361,17.0777,Best Western Hotel Park Astoria
433,Lima,294.76,clear sky,-12.0432,-77.0282,Hotel Kamana
434,Vangaindrano,296.0,scattered clouds,-23.35,47.6,Hotel Fanilo
435,Akom,294.49,overcast clouds,2.6678,12.7109,Complexe Hôtelier Jeannette
436,Henties Bay,289.18,clear sky,-22.116,14.2845,Fishermans Guest House
437,Micheweni,298.77,light rain,-4.9667,39.8333,
438,Kargasok,266.44,overcast clouds,59.0556,80.8572,Hotel Kargasok
439,Cermik,277.42,overcast clouds,38.1361,39.4493,Çermik Öğretmen Evi
440,Antofagasta,290.75,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
441,Conde,298.85,few clouds,-7.2597,-34.9075,Pousada Beija Flor
442,Calvinia,285.49,broken clouds,-31.4707,19.776,Die Lemoenhuis
443,Blagoyevo,258.23,overcast clouds,63.3667,47.9167,
446,Aksu,270.26,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
447,Thunder Bay,265.68,broken clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
448,Bud,280.16,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
449,Ouadda,296.27,scattered clouds,8.0777,22.4007,
450,Camacha,290.57,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
451,Dera Ghazi Khan,288.84,clear sky,30.0561,70.6348,Hamlani Khosa Chowk
452,Saint-Georges,299.97,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
453,Polis,288.05,few clouds,35.0367,32.4264,Marion
454,Itapuranga,295.09,broken clouds,-15.5622,-49.9486,Terraço Hotel
456,Muzhi,243.74,overcast clouds,65.3667,64.6667,Gostinitsa
457,Roncesvalles,285.55,overcast clouds,4.0108,-75.6049,Hotel San Marcos
458,Tolmachevo,271.14,overcast clouds,54.9824,82.7363,OVB Hostel
459,Manjacaze,297.99,clear sky,-24.7117,33.8828,Hotel Gani
460,Kyshtovka,272.56,overcast clouds,56.555,76.6271,Uyutnaya Mini-Hotel
461,Skerries,277.14,few clouds,53.5828,-6.1083,The Redbank Guesthouse
462,Sainte-Foy-Les-Lyon,278.03,overcast clouds,45.7333,4.8,Hôtel Kyriad Lyon Sud Sainte Foy
464,Machala,298.12,overcast clouds,-3.2667,-79.9667,"Hotel ""Bolivar Internacional"""
465,Ushtobe,276.38,overcast clouds,45.2514,77.9838,Filipin Squad
466,Alcantarilla,288.5,clear sky,37.9694,-1.2171,Alojamiento Vagón Rural
467,Makokou,294.73,overcast clouds,0.5738,12.8642,Hôtel
469,Huarmey,293.17,overcast clouds,-10.0681,-78.1522,Hotel Miramar
470,Teeli,259.19,few clouds,51.0333,90.2333,
471,Alta Floresta,296.64,light rain,-9.8756,-56.0861,Floresta Amazonica Hotel
472,Sturgeon Falls,273.2,light snow,46.3646,-79.9326,Lincoln Motel
473,Keti Bandar,294.88,clear sky,24.1447,67.4497,Haji laloo memon house
474,Kamina,291.76,clear sky,-8.7386,24.9906,Guest House Florvia
475,Wladyslawowo,274.78,overcast clouds,54.7909,18.4009,Gwiazda Morza Resort SPA&SPORT
476,Mgandu,291.8,scattered clouds,-5.95,34.1333,
477,Codajas,297.23,overcast clouds,-3.8367,-62.0569,Atlântic Hotel
478,Lukaya,291.18,moderate rain,-0.1489,31.8748,lemba salongo
479,Bengkulu,297.19,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
480,Gouyave,299.58,few clouds,12.1646,-61.7296,Rumboat Retreat
481,Hambantota,298.28,broken clouds,6.1241,81.1185,Bungalow 63
482,Amapa,295.89,overcast clouds,1.0,-52.0,
483,Lubao,297.19,few clouds,14.9167,120.55,Hacienda Gracia
484,Morant Bay,298.94,overcast clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
485,Saint-Augustin,267.47,scattered clouds,51.226,-58.6502,
486,Purna,291.85,clear sky,19.1833,77.05,हनुमान इंजिनिअरींग वर्कशॉप
487,Suksun,272.92,light snow,57.1431,57.3949,Island Relax
488,Bereda,282.01,broken clouds,43.2686,-7.5406,Pazo de Verdes
489,Bay Roberts,272.28,broken clouds,47.5999,-53.2648,Stonewall Inn
490,Belmonte,298.43,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
491,Tessalit,291.93,broken clouds,20.1986,1.0114,
492,Kindu,294.08,moderate rain,-2.95,25.95,Résidence Okanda
493,Puerto Madryn,294.5,clear sky,-42.7692,-65.0385,Hotel Tolosa
494,Grand Gaube,298.37,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
495,Lipetsk,271.18,scattered clouds,52.6031,39.5708,Mercure Lipetsk Center
496,Ivaipora,298.07,scattered clouds,-24.2478,-51.6847,Vilhar Palace Hotel
497,Kaoma,297.53,broken clouds,-14.7833,24.8,KAOMA AIRPORT
498,Safaga,296.32,overcast clouds,26.7292,33.9365,Lamar Resort Abu Soma
499,Razole,295.43,broken clouds,16.4833,81.8333,Sterling Palavelli Godavari
500,Urdoma,258.01,light snow,61.7533,48.5442,Vikonda
501,Raudeberg,274.52,light snow,61.9875,5.1352,Nordre Silda.
503,Kutum,292.84,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
504,Epping,291.57,light rain,-33.7727,151.0818,Travelodge Hotel Macquarie North Ryde Sydney
505,Chama,278.27,overcast clouds,47.1821,8.4636,City Garden Hotel
506,Jumla,278.78,clear sky,29.2747,82.1838,Royal Garden Hotel
508,Konevo,254.86,overcast clouds,62.1215,39.3192,
509,Inirida,296.8,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
510,Sapozhok,267.57,scattered clouds,53.9419,40.6806,Gostinitsa
511,Ughelli,299.13,broken clouds,5.4899,6.0074,Prestige Hotel
512,Meulaboh,297.47,broken clouds,4.1363,96.1285,Kost Pria
513,Xuddur,295.81,few clouds,4.1213,43.8894,Banjanay Hotel
514,Borda Da Mata,292.01,scattered clouds,-22.2742,-46.1653,Hotel Village
515,Taybad,275.98,clear sky,34.74,60.7756,لی پوش jean center
516,Mulanje,297.89,scattered clouds,-16.0316,35.5,Mulanje Motel
517,Huaraz,285.98,moderate rain,-9.5333,-77.5333,Hotel El Tumi
518,Tirlyanskiy,273.9,light snow,54.2109,58.5806,Sudovaya Gora
519,Nykirke,278.18,light rain,54.8667,8.7333,Hotel-Klanxbüller-Stuben
520,Paamiut,275.32,light rain,61.994,-49.6678,Pistut
521,Svetlyy,274.18,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
522,Jurm,279.25,broken clouds,36.8648,70.8342,
523,Alekseyevka,271.85,overcast clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
524,Abu Samrah,285.96,overcast clouds,35.3029,37.1841,
525,Malangali,292.53,overcast clouds,-8.5667,34.85,
526,Russelsheim,279.06,clear sky,49.9925,8.435,Frankfurt Airport Hotel Rüsselsheim by Trip Inn
527,Sakakah,287.91,broken clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
528,Faya,283.44,clear sky,18.3851,42.4509,املاك خالد الشعشوع
529,Ilabaya,294.06,moderate rain,-17.4208,-70.5133,
530,Kathu,298.05,broken clouds,7.9178,98.3332,Novotel Phuket Resort
532,Onokhino,274.33,overcast clouds,56.925,65.5394,
533,Cap-Aux-Meules,272.18,broken clouds,47.3821,-61.8597,Château Madelinot
534,Coquimbo,289.0,scattered clouds,-29.9533,-71.3436,Hotel San Juan
535,Rocha,289.32,broken clouds,-34.4833,-54.3333,Hotel Arrarte
536,Putina,283.63,overcast clouds,-15.4667,-69.4333,Hotel Isla Suasi
537,Sisimiut,277.5,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
538,Riyadh,285.23,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
539,Umba,257.77,few clouds,66.6871,34.3429,Cedar Grass Beloye More
540,Harper,299.71,clear sky,4.375,-7.7169,Screensaver
541,Mitu,295.05,overcast clouds,1.1983,-70.1733,
542,Matara,297.85,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
543,Lucapa,292.01,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
544,New Castle,279.75,clear sky,41.0037,-80.347,Hampton Inn & Suites New Castle
545,Benguela,297.84,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
546,Lucea,299.74,broken clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
547,Songea,291.82,few clouds,-10.6833,35.65,mtakuja
548,Bahia Honda,296.72,clear sky,22.9036,-83.1592,Casa Gualberto - Deysi
549,Muyezerskiy,258.43,broken clouds,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
552,Toamasina,296.15,scattered clouds,-18.1667,49.3833,Hotel H1
553,Shelburne,273.46,broken clouds,44.0787,-80.2041,The Retreat at the Farm
555,Erdemli,288.35,scattered clouds,36.605,34.3084,Sun Rice Otel
557,Kerouane,299.05,scattered clouds,9.2667,-9.0167,Hôtel Sekaseka
558,Malindi,298.55,light rain,-3.2175,40.1191,African House Resort
559,Alpena,272.33,overcast clouds,45.0617,-83.4327,Days Inn by Wyndham Alpena
560,Port Hawkesbury,271.25,few clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
561,Ierapetra,287.12,overcast clouds,35.01,25.7353,Cretan Villa Hotel & Apartments in Ierapetra Crete.
562,Carnarvon,297.19,clear sky,-24.8667,113.6333,Hospitality Carnarvon
563,Porbandar,296.21,scattered clouds,21.6422,69.6093,Lords Inn Porbandar
565,Stromness,279.13,overcast clouds,58.965,-3.296,The Old Smokery
566,Adre,294.76,clear sky,13.4667,22.2,
567,Zhanaozen,273.6,clear sky,43.3,52.8,K.korabay 28A
568,Olafsvik,274.64,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
569,Igrim,253.34,overcast clouds,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
570,Caluquembe,290.17,light rain,-13.7833,14.6833,Hotel Kalukembe
571,Hella,267.23,clear sky,67.2,14.4333,Djupvatnet rasteplass
572,Mayor Pablo Lagerenza,297.11,overcast clouds,-19.9309,-60.7718,
573,Alberton,271.1,clear sky,46.8168,-64.0654,La Petite France B&B
574,Ilhabela,295.03,broken clouds,-23.7781,-45.3581,Ilha Flat Hotel
576,Trelew,295.48,clear sky,-43.249,-65.3051,Hotel Touring Club
577,Bardiyah,287.59,clear sky,31.7561,25.0865,بورتو بردية
578,Clarence Town,294.25,overcast clouds,-32.5833,151.7833,River Downs Cottage
579,Bani,298.07,few clouds,18.2833,-70.3333,Hospedaje Henriquez
580,Buchanan,299.13,broken clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
581,Asandh,289.26,clear sky,29.5167,76.6,Star net computer centre
582,Sudbury,271.63,overcast clouds,46.49,-80.99,Travelway Inn Sudbury
583,Homa Bay,292.77,overcast clouds,-0.5273,34.4571,ACK Guest House - Homa Bay
584,Misratah,288.49,scattered clouds,32.3754,15.0925,Almasa Hotel
585,Vilcun,292.56,clear sky,-38.65,-72.2333,"Rayen-Co, Rural Tourism"
586,Dudinka,238.49,overcast clouds,69.4058,86.1778,Hotel Viktoria
587,Lubango,289.63,broken clouds,-14.9172,13.4925,Hotel Serra da Chela
588,Havelock,290.12,broken clouds,34.8791,-76.9013,Sherwood Motel
590,Ouagadougou,296.22,clear sky,12.3642,-1.5383,Pacific Hôtel
591,Surt,288.99,broken clouds,31.2089,16.5887,الهادي ابوشعاله سرت
592,Sakaraha,296.14,clear sky,-22.9,44.5333,Le Relais
593,San Luis,289.41,overcast clouds,-33.295,-66.3356,Huarpes Hotel
594,Ion Corvin,278.54,overcast clouds,44.1167,27.8,Cave Monastery of St. Andrew
595,Esna,291.52,broken clouds,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
596,Waddan,282.9,clear sky,29.1614,16.139,محل الشريف محمد العايب
597,Dahuk,281.89,light rain,36.8695,42.994,Parwar Hotel
598,Balashikha,268.48,light snow,55.8094,37.9581,Pekhorskaya Hotel
599,Khor,256.66,broken clouds,47.8861,134.9464,Gostinitsa Deksi
600,Nizwa,291.01,scattered clouds,22.9333,57.5333,Orient Apartments
601,Killybegs,280.56,scattered clouds,54.6333,-8.45,Tara Hotel
602,Baoro,296.35,broken clouds,5.6667,15.9667,
603,Abonnema,299.57,scattered clouds,4.7084,6.7931,Corper's Lodge Obonoma
604,Boz,278.51,broken clouds,46.4071,4.9109,Le Jardin De La Reyssouze
605,Zuwarah,284.82,clear sky,32.9312,12.082,تيدارت انغ
606,Yarada,297.33,broken clouds,17.65,83.2667,Yarada Jungle Beach Resorts
607,Muskegon,277.16,overcast clouds,43.3,-86.1334,Timberline Estates
608,Saint Anthony,273.79,overcast clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
609,Escanaba,272.39,broken clouds,45.7453,-87.0646,Sunset Lodge
610,Huntington,282.52,overcast clouds,38.4193,-82.4452,Ramada Limited Huntington
611,Rio Branco Do Sul,291.33,broken clouds,-25.19,-49.3142,DR Hotel Rio Branco do Sul
612,Mineiros,297.68,light rain,-17.5694,-52.5511,Pilões Palace Hotel
613,Emba,269.83,scattered clouds,48.8264,58.1442,
614,Maldonado,292.81,broken clouds,-34.6667,-54.9167,La Cimarrona
615,Haileybury,264.47,overcast clouds,47.449,-79.6373,Haileybury Beach Motel
616,Conceicao Do Araguaia,296.93,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
617,Goundam,296.16,overcast clouds,16.4145,-3.6708,
618,Reconquista,297.25,overcast clouds,-29.15,-59.65,Grand Hotel
619,Coihaique,291.12,scattered clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
620,Nueva Helvecia,293.48,overcast clouds,-34.3,-57.2333,La Posada de Ofelia
621,Saint-Jean-De-Luz,284.18,light rain,43.3891,-1.6581,La Réserve
622,Praia,296.45,broken clouds,14.9215,-23.5087,LT Aparthotel
623,San Pedro De Tutule,291.49,broken clouds,14.25,-87.85,Lorena MakeUp Studio
624,Punta Alta,287.34,overcast clouds,-38.8759,-62.0736,Center Hotel Punta Alta
625,Kushtagi,294.75,overcast clouds,15.7667,76.2,Shree amaresh hotel
626,Bela,292.39,scattered clouds,25.9333,81.9833,Raj Bhawan
627,Piacabucu,299.28,broken clouds,-10.4056,-36.4344,Piaçabuçu News
628,Upata,298.81,broken clouds,8.0086,-62.3989,Posada Villa Nela
629,Kidal,296.38,overcast clouds,18.4411,1.4078,
630,Panguipulli,294.99,clear sky,-39.6333,-72.3333,Cabañas Mis Viejos
631,Natitingou,296.99,broken clouds,10.3042,1.3796,Cotonou
632,Dharchula,284.74,clear sky,29.85,80.5333,Mahara Hotel
633,Cancun,298.18,few clouds,21.1743,-86.8466,Hotel Tankah Cancun
635,Samana,298.13,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
636,Gusau,295.28,broken clouds,12.1628,6.6614,GUEST INN
637,Ambanja,296.57,clear sky,-13.6833,48.45,Hotel Salama and Fast Food
638,Suamico,274.58,clear sky,44.6319,-88.0393,"Country Inn & Suites by Radisson, Green Bay North, WI"
639,Paramonga,292.76,overcast clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
640,Sur,295.36,clear sky,22.5667,59.5289,Sur Plaza Hotel
641,Sarh,297.1,clear sky,9.1429,18.3923,Domicile 1sur le goudron
642,Elizabeth City,286.49,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
643,Kumluca,286.86,overcast clouds,36.3703,30.2869,TurkuazKöy
644,Presidente Dutra,296.62,overcast clouds,-5.29,-44.49,Pousada Planalto
645,Lar,293.21,broken clouds,26.2039,83.9717,Ovaiskarni ward Lar
646,Maragogi,298.5,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
647,Tavricheskoye,272.1,overcast clouds,54.5851,73.6395,Prodayotsya Kotedzh
648,Gravdal,269.72,clear sky,68.1214,13.5031,Skreda Rorbusuiter
649,Nawa,289.22,clear sky,27.0167,75.0,"Sambharia Bhawan,Kuchaman Road,Nawa City"
650,Anna Paulowna,279.31,light intensity drizzle,52.862,4.834,Boerderij de Waard
651,Mbanza-Ngungu,292.66,overcast clouds,-5.25,14.8667,Hotel Full Business
652,Glyadyanskoye,273.01,scattered clouds,54.9075,65.0883,
654,Wukari,298.97,broken clouds,7.85,9.7833,Elimtop
655,San Pedro,298.21,few clouds,14.35,121.0167,Esquivel's Garden And Resort
656,Sovik,269.14,clear sky,65.9333,12.4667,Stokka gård
657,Galle,298.68,overcast clouds,6.0367,80.217,Amangalla
658,Manta,297.03,scattered clouds,-0.95,-80.7333,Balandra Hotel
659,Novaya Lyalya,264.28,light snow,59.055,60.599,Taezhnaya Ros'
661,Masindi,292.41,overcast clouds,1.6744,31.715,New Court View Hotel
662,Chimoio,297.07,clear sky,-19.1164,33.4833,Predio Livraria Ahmed
663,Sambava,298.17,scattered clouds,-14.2667,50.1667,Melrose
664,Methoni,284.94,clear sky,36.8197,21.7049,Methoni Beach Hotel
665,Gemena,294.96,overcast clouds,3.25,19.7667,Hôtel Goshen
666,Turukhansk,239.09,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
667,Cherlak,270.76,overcast clouds,54.155,74.8055,Zhiloy Kompleks Po Predostavleniyu Uslug Po Prozhivaniyu
668,Goure,297.05,scattered clouds,13.9835,10.2704,
669,Humaita,297.04,broken clouds,-7.5061,-63.0208,Corrêa Hotel
670,Kabalo,293.91,clear sky,-6.05,26.9167,
671,Morelia,297.67,few clouds,19.7008,-101.1844,City Express Morelia
672,Nampula,297.12,clear sky,-15.1165,39.2666,Ruby Backpackers
673,Bauchi,293.41,broken clouds,10.5,10.0,
674,Chiredzi,297.46,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
675,Diamantino,298.36,overcast clouds,-14.4086,-56.4461,Hotel Delta
676,Rondonopolis,299.29,scattered clouds,-16.4708,-54.6356,Serras Hotel
677,Adrian,277.27,clear sky,41.8975,-84.0372,"Holiday Inn Express Adrian, an IHG Hotel"
678,Angol,292.79,clear sky,-37.8,-72.7167,Hostal Gina
679,Igarka,233.87,overcast clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
680,Hamburg,275.53,snow,53.55,10.0,IntercityHotel Hamburg Hauptbahnhof
681,Altea,288.92,clear sky,38.5989,-0.0514,Albir Playa Hotel & Spa
682,Bathurst,292.99,broken clouds,-33.4166,149.5806,Bathurst Motor Inn
683,Afonso Bezerra,299.8,scattered clouds,-5.4983,-36.5056,Pousada Shammah
684,La Victoria,294.21,scattered clouds,10.2184,-67.3302,Hotel Hacienda El Recreo
685,Rio Gallegos,290.18,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
686,Moose Factory,259.15,scattered clouds,51.2585,-80.6094,Moosonee Lilypad
687,San Juan De Colon,296.92,broken clouds,8.0313,-72.2605,Hotel San Francisco de Padua C.A
688,Tambura,297.37,broken clouds,5.6,27.4667,Rikito Lodge
689,East Stroudsburg,279.64,broken clouds,40.9995,-75.1813,Hampton Inn Stroudsburg/Poconos
690,Hoopstad,289.55,overcast clouds,-27.8327,25.9083,Nel's Rust Self Catering Accommodation
691,Borba,297.51,overcast clouds,-4.3878,-59.5939,Hotel da Amazônia
692,Dunmore Town,298.82,overcast clouds,25.5,-76.65,Coral Sands Hotel
693,Leh,264.02,broken clouds,34.1667,77.5833,Hotel Ladakh Greens
694,Skibbereen,277.04,light rain,51.55,-9.2667,The West Cork Hotel
695,Bembereke,295.41,overcast clouds,10.2283,2.6634,Hotel Bio Guera
696,Sliven,279.71,broken clouds,42.6858,26.3292,Sport Palace
697,Orshanka,269.4,overcast clouds,56.9161,47.8933,
698,Batsfjord,264.14,few clouds,70.6345,29.7185,Adventure Apartements
699,Valdez,297.94,overcast clouds,1.2492,-78.9831,Casa Alquiler Doña Yenner y Don Wacho
700,Hvolsvollur,265.82,scattered clouds,63.7533,-20.2243,Hotel Rangá
701,Decatur,279.63,clear sky,39.8403,-88.9548,Haworth Cottage
702,Guane,294.96,clear sky,22.2025,-84.0875,base de Campismo LosPortales de Guane
703,Elliot,287.07,overcast clouds,-31.3333,27.85,Rose Garden Dinner Bed and Breakfast
704,Nurota,276.2,light rain,40.5614,65.6886,Guest House Ruslan Nurata & Tours
705,Yelizavetino,260.73,overcast clouds,59.4916,29.7938,Palace Yelizavetino
706,Ancud,290.61,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
708,Tougue,294.87,broken clouds,11.4667,-11.6,
709,Neubrandenburg,275.31,overcast clouds,53.5667,13.2667,PARKHOTEL NEUBRANDENBURG
710,Platanos,284.31,clear sky,37.6667,21.6167,Hotel Kronio
711,Channel-Port Aux Basques,273.38,overcast clouds,47.5702,-59.1367,St. Christopher's Hotel
712,Parry Sound,273.27,light snow,45.3501,-80.033,Microtel Inn & Suites by Wyndham Parry Sound
713,Bridlington,278.44,light rain,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
714,Pombas,295.03,broken clouds,17.1503,-25.0201,Paul Paradis
715,Rafraf,282.32,scattered clouds,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
716,Eirunepe,297.17,overcast clouds,-6.6603,-69.8736,Atrás de você
717,Dartford,279.52,broken clouds,51.4435,0.2196,CAMPANILE DARTFORD
718,Okoneshnikovo,270.21,overcast clouds,54.8377,75.0834,
719,Aljezur,285.11,broken clouds,37.3191,-8.8033,Amazigh Hostel
720,Acari,294.81,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
721,Conneaut,278.76,broken clouds,41.9476,-80.5542,OYO Hotel Conneaut OH I-90
722,Bugarama,288.43,overcast clouds,-2.8706,30.5281,
723,La Ligua,291.03,clear sky,-32.4524,-71.2311,Hotel Anchimallen
724,Imbituba,295.83,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
725,Pimentel,294.31,scattered clouds,-6.8367,-79.9342,Hotel Puerto del Sol
726,Mweka,293.31,light rain,-4.85,21.5667,Guest House Boshab
727,Moron,294.27,overcast clouds,-34.6534,-58.6198,Hotel Morón
728,Boffa,297.87,scattered clouds,10.1667,-14.0333,Hôtel Niara Belly
729,Agadez,289.55,broken clouds,19.75,10.25,
730,Ulagan,258.15,scattered clouds,50.6321,87.9563,Gostevoy Dom
731,Itaituba,297.27,scattered clouds,-4.2761,-55.9836,Hotel Campos
732,Mandal,291.69,broken clouds,25.45,74.5667,Surpanch saab ki vatika
733,Turinsk,274.07,overcast clouds,58.0458,63.696,hotel Arthur
734,Junagarh,291.67,overcast clouds,19.8667,82.9333,Hotel Swagat
735,Tselinnoye,263.08,overcast clouds,53.0833,85.6667,Zolotaya Podkova
